Station_ID,Location,Capacity_kW,Installation_Date,Power_Level
11831,Asansol,7.2,2023-10-15,Level 1
11832,Imphal,200,2022-01-19,DC Fast
11833,Kochi,11,2020-02-14,Level 1
11834,Guntur,250,2019-02-06,DC Fast
11835,Dhanbad,100,2020-03-19,Level 2
11836,Delhi,75,2021-08-21,Level 2
11837,Aligarh,120,2022-01-05,DC Fast
11838,Bhopal,30,2023-09-08,Level 2
11839,Madurai,60,2023-12-02,Level 2
11840,Faridabad,22,2020-04-04,Level 1
11841,Mangalore,3.3,2024-04-22,Level 1
11842,Ujjain,43,2019-09-19,Level 2
11843,Gangtok,3.3,2021-10-24,Level 1
11844,Hubli,22,2019-02-07,Level 1
11845,Asansol,3.3,2023-10-17,Level 1
11846,Surat,200,2021-12-11,DC Fast
11847,Bengaluru,250,2022-04-16,DC Fast
11848,Jabalpur,22,2019-04-08,Level 1
11849,Chennai,100,2020-10-25,Level 2
11850,Kakinada,43,2021-01-02,Level 2
11851,Moradabad,7.2,2020-12-10,Level 1
11852,Bilaspur,120,2019-06-29,DC Fast
11853,Srinagar,3.3,2022-10-30,Level 1
11854,Noida,250,2024-07-13,DC Fast
11855,Rewa,180,2019-05-05,DC Fast
11856,Itanagar,90,2020-03-02,Level 2
11857,Silchar,200,2020-12-05,DC Fast
11858,Meerut,90,2021-01-04,Level 2
11859,Lucknow,30,2020-12-26,Level 2
11860,Paradip,7.2,2019-06-13,Level 1
11861,Ambala,7.2,2019-04-25,Level 1
11862,Muzaffarpur,75,2023-01-27,Level 2
11863,Warangal,75,2019-07-16,Level 2
11864,Bareilly,60,2020-02-13,Level 2
11865,Bareilly,300,2024-03-10,DC Fast
11866,Naya Raipur,90,2021-10-06,Level 2
11867,Surat,3.3,2019-12-15,Level 1
11868,Belgaum,90,2020-06-13,Level 2
11869,Mumbai,50,2021-10-25,Level 2
11870,Thrissur,22,2021-09-22,Level 1
11871,Silchar,11,2021-02-26,Level 1
11872,Rajkot,30,2022-03-12,Level 2
11873,Kohima,120,2019-07-13,DC Fast
11874,Kurukshetra,250,2023-03-25,DC Fast
11875,Thane,200,2023-11-01,DC Fast
11876,Naya Raipur,30,2024-09-02,Level 2
11877,Salem,11,2021-03-01,Level 1
11878,Agra,300,2021-07-31,DC Fast
11879,Vadodara,75,2020-07-10,Level 2
11880,Hubli,43,2022-11-06,Level 2
11881,Patna,7.2,2021-10-09,Level 1
11882,Salem,180,2019-04-05,DC Fast
11883,Thane,22,2024-08-30,Level 1
11884,Vadodara,75,2019-01-26,Level 2
11885,Allahabad,3.3,2019-09-03,Level 1
11886,Muzaffarpur,150,2022-03-23,DC Fast
11887,Paradip,3.3,2021-04-22,Level 1
11888,Dharwad,90,2020-02-08,Level 2
11889,Aizawl,180,2019-05-03,DC Fast
11890,Surat,75,2022-01-13,Level 2
11891,Nellore,90,2020-01-03,Level 2
11892,Siliguri,22,2020-02-20,Level 1
11893,Asansol,250,2019-11-29,DC Fast
11894,Hosur,300,2023-08-22,DC Fast
11895,Hisar,7.2,2022-03-08,Level 1
11896,Karimnagar,22,2023-04-06,Level 1
11897,Hyderabad,11,2020-03-09,Level 1
11898,Chennai,60,2019-01-26,Level 2
11899,Pune,180,2023-07-02,DC Fast
11900,Pimpri-Chinchwad,30,2024-03-03,Level 2
11901,Moradabad,120,2024-02-12,DC Fast
11902,Cuttack,3.3,2021-03-03,Level 1
11903,Paradip,180,2021-10-28,DC Fast
11904,Asansol,75,2021-04-21,Level 2
11905,Delhi,43,2023-12-02,Level 2
11906,Thrissur,22,2019-12-15,Level 1
11907,Durgapur,150,2022-08-28,DC Fast
11908,Hyderabad,22,2020-03-03,Level 1
11909,Visakhapatnam,30,2020-03-24,Level 2
11910,Durgapur,180,2022-02-22,DC Fast
11911,Kurukshetra,3.3,2020-11-30,Level 1
11912,Salem,300,2024-05-31,DC Fast
11913,Nagpur,11,2022-08-09,Level 1
11914,Ahmedabad,300,2024-03-17,DC Fast
11915,Kota,120,2023-02-15,DC Fast
11916,Kota,22,2021-07-23,Level 1
11917,Rohtak,120,2024-05-05,DC Fast
11918,Bilaspur,180,2020-11-13,DC Fast
11919,Saharanpur,43,2023-08-02,Level 2
11920,Gangtok,11,2022-04-15,Level 1
11921,Bengaluru,43,2021-09-18,Level 2
11922,Ambala,50,2021-01-25,Level 2
11923,Kota,43,2024-02-03,Level 2
11924,Amaravati,22,2024-09-29,Level 1
11925,Gandhinagar,11,2021-07-17,Level 1
11926,Moradabad,75,2023-02-27,Level 2
11927,Nanded,250,2019-11-23,DC Fast
11928,Noida,50,2022-12-17,Level 2
11929,Balasore,7.2,2024-07-16,Level 1
11930,Anantapur,180,2023-07-18,DC Fast
11931,Gaya,180,2021-12-04,DC Fast
11932,Berhampur,22,2020-07-28,Level 1
11933,Dhanbad,200,2024-08-06,DC Fast
11934,Ahmedabad,100,2021-09-14,Level 2
11935,Vizhinjam,180,2022-08-24,DC Fast
11936,Belgaum,11,2022-04-23,Level 1
11937,Porbandar,200,2023-04-25,DC Fast
11938,Bathinda,11,2024-06-15,Level 1
11939,Howrah,11,2024-05-23,Level 1
11940,Porbandar,200,2021-11-07,DC Fast
11941,Howrah,7.2,2023-01-24,Level 1
11942,Rourkela,30,2021-07-10,Level 2
11943,Karnal,150,2019-06-21,DC Fast
11944,Delhi,50,2020-10-28,Level 2
11945,Imphal,200,2019-10-02,DC Fast
11946,Bhagalpur,100,2019-10-27,Level 2
11947,Vizhinjam,250,2021-12-07,DC Fast
11948,Vasai,50,2021-04-05,Level 2
11949,Siliguri,200,2024-08-23,DC Fast
11950,Amritsar,3.3,2021-11-25,Level 1
11951,Rewa,250,2024-01-26,DC Fast
11952,Delhi,180,2024-08-16,DC Fast
11953,Madurai,7.2,2022-06-03,Level 1
11954,Ranchi,22,2020-02-04,Level 1
11955,Vadodara,7.2,2021-11-19,Level 1
11956,Rourkela,7.2,2019-07-11,Level 1
11957,Pune,43,2021-08-31,Level 2
11958,Panaji,3.3,2024-03-21,Level 1
11959,Muzaffarpur,120,2023-05-07,DC Fast
11960,Raipur,200,2019-05-06,DC Fast
11961,Rajkot,22,2020-06-08,Level 1
11962,Noida,22,2019-08-15,Level 1
11963,Varanasi,11,2022-09-01,Level 1
11964,Panaji,150,2023-10-29,DC Fast
11965,Ujjain,11,2019-02-12,Level 1
11966,Rajkot,90,2019-12-02,Level 2
11967,Raipur,30,2019-06-13,Level 2
11968,Raipur,3.3,2021-07-26,Level 1
11969,Chennai,60,2023-10-26,Level 2
11970,Ambala,75,2019-05-26,Level 2
11971,Kota,90,2021-06-01,Level 2
11972,Guwahati,11,2021-06-28,Level 1
11973,Salem,3.3,2021-06-19,Level 1
11974,Chennai,7.2,2023-04-02,Level 1
11975,Ranchi,60,2020-03-17,Level 2
11976,Tiruchirappalli,100,2023-05-01,Level 2
11977,Madurai,90,2023-10-12,Level 2
11978,Shillong,43,2022-01-12,Level 2
11979,Porbandar,100,2024-09-06,Level 2
11980,Kota,7.2,2019-12-21,Level 1
11981,Dehradun,120,2022-03-25,DC Fast
11982,Faridabad,100,2021-08-23,Level 2
11983,Meerut,180,2020-01-10,DC Fast
11984,Visakhapatnam,11,2022-12-26,Level 1
11985,Tirupati,43,2020-10-10,Level 2
11986,Jaipur,7.2,2024-05-16,Level 1
11987,Panipat,150,2020-06-08,DC Fast
11988,Coimbatore,50,2020-02-21,Level 2
11989,Noida,200,2024-03-15,DC Fast
11990,Naya Raipur,250,2020-04-19,DC Fast
11991,Kolkata,100,2022-08-21,Level 2
11992,Shimla,50,2022-05-06,Level 2
11993,Siliguri,250,2023-02-05,DC Fast
11994,Bilaspur,43,2023-11-12,Level 2
11995,Srinagar,7.2,2023-09-10,Level 1
11996,Bokaro,200,2020-07-19,DC Fast
11997,Ranchi,100,2021-04-13,Level 2
11998,Dehradun,30,2019-01-12,Level 2
11999,Durgapur,60,2024-03-20,Level 2
12000,Durgapur,22,2023-09-29,Level 1
12001,Tirupati,43,2019-02-22,Level 2
12002,Madurai,150,2023-09-18,DC Fast
12003,Shillong,90,2023-01-09,Level 2
12004,Nashik,180,2020-10-31,DC Fast
12005,Saharanpur,7.2,2023-06-09,Level 1
12006,Solapur,150,2024-03-28,DC Fast
12007,Surat,90,2020-07-18,Level 2
12008,Rourkela,90,2023-06-21,Level 2
12009,Bilaspur,75,2024-03-17,Level 2
12010,Noida,30,2021-06-30,Level 2
12011,Bilaspur,180,2020-09-27,DC Fast
12012,Shimla,100,2020-09-26,Level 2
12013,Allahabad,180,2022-12-27,DC Fast
12014,Guntur,200,2023-05-18,DC Fast
12015,Porbandar,3.3,2024-01-16,Level 1
12016,Vijayawada,43,2021-11-27,Level 2
12017,Allahabad,120,2024-01-06,DC Fast
12018,Faridabad,150,2020-07-11,DC Fast
12019,Agra,60,2021-01-18,Level 2
12020,Patna,3.3,2023-12-04,Level 1
12021,Dhanbad,11,2022-05-27,Level 1
12022,Thrissur,120,2024-03-16,DC Fast
12023,Rohtak,50,2024-08-05,Level 2
12024,Guntur,90,2022-04-09,Level 2
12025,Lucknow,120,2021-05-09,DC Fast
12026,Darbhanga,200,2022-04-10,DC Fast
12027,Pune,7.2,2019-09-12,Level 1
12028,Vadodara,250,2021-07-08,DC Fast
12029,Imphal,300,2021-01-03,DC Fast
12030,Ghaziabad,22,2019-11-26,Level 1
12031,Howrah,180,2022-12-27,DC Fast
12032,Madurai,7.2,2021-03-17,Level 1
12033,Mangalore,30,2024-03-26,Level 2
12034,Muzaffarpur,200,2022-02-27,DC Fast
12035,Bathinda,200,2019-07-13,DC Fast
12036,Ghaziabad,150,2019-10-11,DC Fast
12037,Ajmer,50,2019-12-09,Level 2
12038,Mysuru,7.2,2022-09-15,Level 1
12039,Aurangabad,300,2024-09-24,DC Fast
12040,Cuttack,180,2020-09-05,DC Fast
12041,Kollam,150,2021-11-16,DC Fast
12042,Tuticorin,50,2021-04-17,Level 2
12043,Lucknow,250,2020-12-30,DC Fast
12044,Kalyan,180,2021-09-17,DC Fast
12045,Kakinada,100,2022-07-04,Level 2
12046,Karnal,75,2022-09-24,Level 2
12047,Porbandar,180,2021-04-09,DC Fast
12048,Rohtak,200,2021-09-10,DC Fast
12049,Howrah,300,2023-11-02,DC Fast
12050,Cuttack,250,2021-02-01,DC Fast
12051,Hosur,300,2021-06-10,DC Fast
12052,Salem,200,2023-09-10,DC Fast
12053,Kota,180,2021-03-05,DC Fast
12054,Chandigarh,50,2020-08-02,Level 2
12055,Jodhpur,43,2019-03-13,Level 2
12056,Vijayawada,11,2024-01-02,Level 1
12057,Amaravati,3.3,2021-11-05,Level 1
12058,Visakhapatnam,60,2020-01-10,Level 2
12059,Ajmer,200,2020-06-19,DC Fast
12060,Aligarh,43,2020-06-24,Level 2
12061,Thrissur,7.2,2020-11-04,Level 1
12062,Gwalior,60,2019-08-29,Level 2
12063,Chandigarh,11,2021-02-10,Level 1
12064,Gwalior,7.2,2022-04-13,Level 1
12065,Nashik,150,2020-03-26,DC Fast
12066,Hisar,100,2019-09-13,Level 2
12067,Amritsar,11,2020-05-18,Level 1
12068,Hosur,3.3,2019-08-09,Level 1
12069,Meerut,150,2019-08-06,DC Fast
12070,Karnal,30,2022-11-30,Level 2
12071,Amaravati,3.3,2020-09-23,Level 1
12072,Mangalore,60,2024-01-05,Level 2
12073,Chandigarh,75,2019-12-11,Level 2
12074,Guntur,150,2021-02-27,DC Fast
12075,Vijayawada,22,2023-08-28,Level 1
12076,Surat,180,2024-09-12,DC Fast
12077,Kolkata,200,2021-01-06,DC Fast
12078,Ludhiana,22,2022-05-01,Level 1
12079,Gangtok,75,2019-06-12,Level 2
12080,Bhagalpur,11,2022-10-14,Level 1
12081,Guwahati,22,2021-10-02,Level 1
12082,Bathinda,180,2023-06-06,DC Fast
12083,Agra,150,2021-09-24,DC Fast
12084,Varanasi,90,2019-11-08,Level 2
12085,Allahabad,50,2023-05-23,Level 2
12086,Asansol,7.2,2019-10-04,Level 1
12087,Berhampur,150,2020-04-01,DC Fast
12088,Gwalior,7.2,2019-10-14,Level 1
12089,Ranchi,30,2021-04-19,Level 2
12090,Noida,60,2022-02-27,Level 2
12091,Ahmedabad,100,2019-04-15,Level 2
12092,Darbhanga,60,2024-04-21,Level 2
12093,Visakhapatnam,100,2023-06-08,Level 2
12094,Panaji,150,2021-09-27,DC Fast
12095,Kakinada,250,2020-04-25,DC Fast
12096,Meerut,150,2024-05-10,DC Fast
12097,Asansol,250,2023-12-25,DC Fast
12098,Pune,60,2022-03-28,Level 2
12099,Vadodara,11,2023-07-21,Level 1
12100,Allahabad,30,2023-08-07,Level 2
12101,Anantapur,75,2019-08-29,Level 2
12102,Delhi,180,2021-05-29,DC Fast
12103,Nagpur,120,2024-02-07,DC Fast
12104,Ghaziabad,7.2,2020-10-07,Level 1
12105,Bareilly,250,2019-02-22,DC Fast
12106,Naya Raipur,200,2021-12-27,DC Fast
12107,Kochi,22,2023-10-03,Level 1
12108,Tiruchirappalli,7.2,2023-04-28,Level 1
12109,Panipat,100,2023-01-16,Level 2
12110,Madurai,200,2024-04-09,DC Fast
12111,Hisar,180,2022-12-01,DC Fast
12112,Vadodara,200,2023-08-31,DC Fast
12113,Ujjain,90,2024-01-11,Level 2
12114,Moradabad,75,2021-11-23,Level 2
12115,Ahmedabad,100,2022-09-04,Level 2
12116,Raipur,11,2019-09-08,Level 1
12117,Jabalpur,30,2023-06-10,Level 2
12118,Dhanbad,11,2020-12-17,Level 1
12119,Karimnagar,200,2020-02-19,DC Fast
12120,Kalyan,3.3,2022-08-14,Level 1
12121,Darbhanga,180,2020-12-01,DC Fast
12122,Agra,300,2021-12-21,DC Fast
12123,Vadodara,120,2020-05-22,DC Fast
12124,Kolkata,180,2020-08-06,DC Fast
12125,Vijayawada,3.3,2021-01-15,Level 1
12126,Jamshedpur,120,2022-02-08,DC Fast
12127,Berhampur,60,2021-04-30,Level 2
12128,Belgaum,11,2023-10-22,Level 1
12129,Dehradun,60,2022-06-01,Level 2
12130,Bengaluru,180,2022-06-27,DC Fast
12131,Satna,7.2,2021-03-20,Level 1
12132,Nellore,11,2020-07-04,Level 1
12133,Tuticorin,100,2023-11-30,Level 2
12134,Ghaziabad,30,2020-07-07,Level 2
12135,Tirunelveli,75,2021-12-09,Level 2
12136,Guntur,150,2022-06-13,DC Fast
12137,Berhampur,180,2021-08-15,DC Fast
12138,Allahabad,180,2020-08-06,DC Fast
12139,Asansol,90,2020-04-29,Level 2
12140,Surat,11,2019-07-06,Level 1
12141,Naya Raipur,7.2,2024-02-27,Level 1
12142,Belgaum,90,2021-05-22,Level 2
12143,Vizhinjam,11,2019-07-14,Level 1
12144,Imphal,7.2,2019-01-19,Level 1
12145,Bokaro,3.3,2024-04-01,Level 1
12146,Surat,180,2023-12-13,DC Fast
12147,Kochi,3.3,2022-04-11,Level 1
12148,Bhagalpur,90,2020-04-28,Level 2
12149,Madurai,180,2021-04-09,DC Fast
12150,Ajmer,90,2019-10-25,Level 2
12151,Madurai,180,2021-11-16,DC Fast
12152,Kohima,120,2021-03-05,DC Fast
12153,Hisar,180,2021-09-01,DC Fast
12154,Ranchi,250,2022-09-16,DC Fast
12155,Varanasi,75,2023-09-20,Level 2
12156,Asansol,250,2019-02-03,DC Fast
12157,Panipat,300,2020-06-09,DC Fast
12158,Bhagalpur,250,2021-06-24,DC Fast
12159,Gwalior,200,2021-12-01,DC Fast
12160,Jodhpur,100,2024-08-27,Level 2
12161,Satna,120,2020-01-15,DC Fast
12162,Bengaluru,200,2019-08-27,DC Fast
12163,Paradip,150,2022-05-15,DC Fast
12164,Kurukshetra,200,2019-05-31,DC Fast
12165,Agra,3.3,2022-08-02,Level 1
12166,Faridabad,150,2021-02-15,DC Fast
12167,Ghaziabad,120,2020-03-20,DC Fast
12168,Shillong,11,2022-07-15,Level 1
12169,Thane,180,2019-09-18,DC Fast
12170,Chennai,180,2024-09-23,DC Fast
12171,Kollam,30,2021-02-06,Level 2
12172,Chandigarh,180,2020-03-26,DC Fast
12173,Panipat,200,2020-12-31,DC Fast
12174,Ludhiana,300,2021-01-23,DC Fast
12175,Rewa,180,2020-12-26,DC Fast
12176,Vadodara,30,2020-06-28,Level 2
12177,Durgapur,60,2021-12-27,Level 2
12178,Satna,11,2024-06-04,Level 1
12179,Gwalior,180,2019-01-12,DC Fast
12180,Nellore,180,2022-11-11,DC Fast
12181,Amaravati,200,2023-04-17,DC Fast
12182,Madurai,60,2024-08-08,Level 2
12183,Bareilly,3.3,2022-02-19,Level 1
12184,Kohima,120,2020-04-08,DC Fast
12185,Belgaum,100,2021-03-26,Level 2
12186,Hyderabad,200,2023-09-10,DC Fast
12187,Surat,7.2,2024-09-30,Level 1
12188,Kurukshetra,75,2024-08-14,Level 2
12189,Naya Raipur,100,2024-01-30,Level 2
12190,Kollam,90,2019-12-05,Level 2
12191,Moradabad,150,2024-02-23,DC Fast
12192,Panaji,30,2019-09-10,Level 2
12193,Tirupati,120,2022-11-27,DC Fast
12194,Coimbatore,250,2020-07-21,DC Fast
12195,Jaipur,250,2019-03-18,DC Fast
12196,Mysuru,50,2019-05-11,Level 2
12197,Vadodara,75,2024-02-08,Level 2
12198,Gangtok,43,2020-12-28,Level 2
12199,Jodhpur,30,2024-01-13,Level 2
12200,Satna,22,2020-09-02,Level 1
12201,Faridabad,100,2019-08-04,Level 2
12202,Nagpur,30,2024-08-14,Level 2
12203,Itanagar,100,2023-09-16,Level 2
12204,Chandigarh,300,2021-02-22,DC Fast
12205,Karnal,120,2020-06-20,DC Fast
12206,Patna,200,2022-04-24,DC Fast
12207,Kurukshetra,11,2021-11-05,Level 1
12208,Dharwad,180,2024-01-13,DC Fast
12209,Ludhiana,60,2023-07-26,Level 2
12210,Kalyan,120,2019-08-07,DC Fast
12211,Panaji,250,2022-02-08,DC Fast
12212,Moradabad,180,2021-06-04,DC Fast
12213,Bhopal,11,2023-04-12,Level 1
12214,Mangalore,50,2021-08-12,Level 2
12215,Silchar,250,2023-09-24,DC Fast
12216,Tirupati,11,2020-12-25,Level 1
12217,Satna,100,2022-12-21,Level 2
12218,Panaji,30,2022-11-21,Level 2
12219,Bokaro,43,2021-02-27,Level 2
12220,Meerut,30,2022-05-16,Level 2
12221,Aligarh,11,2020-03-24,Level 1
12222,Siliguri,200,2023-02-16,DC Fast
12223,Navi Mumbai,75,2024-05-02,Level 2
12224,Thrissur,180,2023-02-25,DC Fast
12225,Amritsar,90,2023-01-14,Level 2
12226,Thane,90,2019-02-09,Level 2
12227,Vijayawada,75,2024-04-09,Level 2
12228,Ludhiana,200,2019-10-31,DC Fast
12229,Kakinada,180,2024-08-05,DC Fast
12230,Ranchi,22,2022-04-15,Level 1
12231,Warangal,120,2022-07-08,DC Fast
12232,Gangtok,75,2019-04-25,Level 2
12233,Nanded,200,2019-04-14,DC Fast
12234,Varanasi,30,2024-05-11,Level 2
12235,Coimbatore,150,2020-11-21,DC Fast
12236,Pune,50,2022-12-23,Level 2
12237,Hyderabad,11,2019-10-22,Level 1
12238,Saharanpur,150,2022-02-09,DC Fast
12239,Durgapur,43,2020-02-21,Level 2
12240,Srinagar,90,2020-02-07,Level 2
12241,Mumbai,75,2019-03-04,Level 2
12242,Vadodara,60,2021-06-13,Level 2
12243,Nagpur,120,2020-04-11,DC Fast
12244,Tiruchirappalli,11,2020-02-07,Level 1
12245,Salem,43,2021-03-01,Level 2
12246,Bilaspur,180,2021-03-10,DC Fast
12247,Delhi,100,2021-11-28,Level 2
12248,Itanagar,120,2022-03-07,DC Fast
12249,Tiruchirappalli,150,2020-10-13,DC Fast
12250,Naya Raipur,22,2023-11-29,Level 1
12251,Satna,75,2023-06-13,Level 2
12252,Asansol,30,2022-06-07,Level 2
12253,Asansol,150,2020-03-11,DC Fast
12254,Visakhapatnam,75,2023-07-05,Level 2
12255,Rajkot,3.3,2021-01-29,Level 1
12256,Nellore,100,2023-03-12,Level 2
12257,Berhampur,75,2024-06-25,Level 2
12258,Bilaspur,60,2023-06-08,Level 2
12259,Mysuru,22,2023-08-27,Level 1
12260,Mangalore,43,2021-07-08,Level 2
12261,Imphal,3.3,2020-07-19,Level 1
12262,Kalyan,180,2019-02-26,DC Fast
12263,Aurangabad,250,2021-06-18,DC Fast
12264,Vasai,200,2020-06-07,DC Fast
12265,Belgaum,60,2019-07-07,Level 2
12266,Kalyan,90,2019-12-31,Level 2
12267,Coimbatore,7.2,2022-10-21,Level 1
12268,Jamshedpur,75,2021-08-09,Level 2
12269,Srinagar,100,2021-03-27,Level 2
12270,Dhanbad,50,2019-06-29,Level 2
12271,Amritsar,60,2021-05-01,Level 2
12272,Berhampur,11,2022-01-22,Level 1
12273,Ahmedabad,22,2023-04-06,Level 1
12274,Rajkot,300,2023-09-10,DC Fast
12275,Jhansi,150,2024-08-19,DC Fast
12276,Rourkela,250,2022-12-05,DC Fast
12277,Faridabad,150,2024-02-26,DC Fast
12278,Ujjain,120,2020-04-25,DC Fast
12279,Darbhanga,60,2024-06-05,Level 2
12280,Belgaum,50,2020-09-08,Level 2
12281,Jamshedpur,90,2024-07-19,Level 2
12282,Visakhapatnam,3.3,2020-09-19,Level 1
12283,Nashik,50,2019-04-12,Level 2
12284,Amaravati,7.2,2021-09-12,Level 1
12285,Aizawl,11,2020-02-26,Level 1
12286,Chennai,60,2022-03-29,Level 2
12287,Ujjain,30,2020-02-08,Level 2
12288,Satna,22,2021-03-03,Level 1
12289,Warangal,50,2021-04-07,Level 2
12290,Dhanbad,200,2019-07-18,DC Fast
12291,Balasore,43,2019-09-24,Level 2
12292,Visakhapatnam,30,2023-08-14,Level 2
12293,Hosur,22,2019-07-13,Level 1
12294,Bilaspur,200,2022-05-21,DC Fast
12295,Shillong,75,2021-10-13,Level 2
12296,Lucknow,120,2022-07-27,DC Fast
12297,Pimpri-Chinchwad,180,2019-07-29,DC Fast
12298,Karimnagar,100,2021-07-31,Level 2
12299,Dharwad,30,2022-09-29,Level 2
12300,Bhagalpur,3.3,2021-12-30,Level 1
12301,Srinagar,50,2019-06-13,Level 2
12302,Bareilly,50,2021-07-04,Level 2
12303,Dharwad,75,2021-07-22,Level 2
12304,Tiruchirappalli,180,2021-10-06,DC Fast
12305,Tirunelveli,90,2019-10-08,Level 2
12306,Ambala,200,2020-08-13,DC Fast
12307,Ghaziabad,11,2021-05-23,Level 1
12308,Ajmer,60,2022-08-09,Level 2
12309,Jhansi,30,2019-01-08,Level 2
12310,Rewa,120,2021-12-22,DC Fast
12311,Pimpri-Chinchwad,75,2024-05-30,Level 2
12312,Gaya,100,2019-05-30,Level 2
12313,Shillong,180,2023-10-27,DC Fast
12314,Jamshedpur,120,2020-09-01,DC Fast
12315,Dhanbad,180,2022-04-03,DC Fast
12316,Kota,300,2021-02-15,DC Fast
12317,Ajmer,100,2021-12-02,Level 2
12318,Panaji,150,2021-07-04,DC Fast
12319,Noida,180,2023-11-03,DC Fast
12320,Belgaum,180,2021-10-02,DC Fast
12321,Bilaspur,200,2024-03-11,DC Fast
12322,Rajkot,75,2024-05-22,Level 2
12323,Kalyan,250,2023-03-15,DC Fast
12324,Hosur,300,2023-05-02,DC Fast
12325,Delhi,250,2020-08-13,DC Fast
12326,Dhanbad,30,2024-04-26,Level 2
12327,Bokaro,90,2020-03-15,Level 2
12328,Vadodara,60,2022-03-21,Level 2
12329,Cuttack,75,2023-08-07,Level 2
12330,Ujjain,22,2019-10-29,Level 1
12331,Ranchi,3.3,2024-03-23,Level 1
12332,Ghaziabad,50,2021-05-29,Level 2
12333,Kota,180,2020-01-01,DC Fast
12334,Itanagar,150,2021-06-28,DC Fast
12335,Lucknow,180,2021-04-22,DC Fast
12336,Vijayawada,50,2021-02-27,Level 2
12337,Noida,50,2020-01-24,Level 2
12338,Lucknow,11,2019-12-19,Level 1
12339,Shimla,50,2019-01-07,Level 2
12340,Guntur,300,2020-02-29,DC Fast
12341,Karnal,300,2020-01-17,DC Fast
12342,Gwalior,180,2022-09-20,DC Fast
12343,Hisar,100,2021-07-02,Level 2
12344,Rohtak,250,2021-03-30,DC Fast
12345,Rohtak,120,2020-09-08,DC Fast
12346,Jodhpur,200,2020-03-02,DC Fast
12347,Dehradun,7.2,2021-07-06,Level 1
12348,Coimbatore,75,2019-09-11,Level 2
12349,Panipat,200,2020-07-31,DC Fast
12350,Tiruchirappalli,100,2023-12-02,Level 2
12351,Nagpur,50,2021-12-21,Level 2
12352,Rewa,7.2,2022-01-17,Level 1
12353,Lucknow,200,2023-03-13,DC Fast
12354,Rourkela,75,2023-12-22,Level 2
12355,Chennai,7.2,2021-04-30,Level 1
12356,Guntur,90,2019-08-25,Level 2
12357,Nagpur,150,2019-09-20,DC Fast
12358,Mangalore,180,2020-03-16,DC Fast
12359,Porbandar,75,2022-06-25,Level 2
12360,Dehradun,60,2023-03-15,Level 2
12361,Agra,200,2024-05-25,DC Fast
12362,Belgaum,180,2023-06-11,DC Fast
12363,Guwahati,180,2021-06-26,DC Fast
12364,Panipat,250,2020-06-09,DC Fast
12365,Tirunelveli,300,2019-11-15,DC Fast
12366,Satna,180,2019-06-22,DC Fast
12367,Satna,43,2023-06-06,Level 2
12368,Madurai,43,2020-08-29,Level 2
12369,Dhanbad,100,2024-03-30,Level 2
12370,Karimnagar,100,2024-09-05,Level 2
12371,Bhagalpur,180,2024-08-16,DC Fast
12372,Berhampur,180,2021-06-22,DC Fast
12373,Mysuru,120,2021-04-18,DC Fast
12374,Rajkot,11,2021-12-23,Level 1
12375,Mysuru,300,2020-04-16,DC Fast
12376,Ujjain,43,2022-02-16,Level 2
12377,Itanagar,3.3,2022-06-16,Level 1
12378,Amaravati,120,2021-08-04,DC Fast
12379,Guwahati,7.2,2024-04-12,Level 1
12380,Hisar,50,2022-03-17,Level 2
12381,Imphal,300,2021-04-25,DC Fast
12382,Shimla,120,2019-02-26,DC Fast
12383,Aurangabad,180,2024-09-04,DC Fast
12384,Amaravati,11,2021-12-24,Level 1
12385,Balasore,250,2019-08-15,DC Fast
12386,Asansol,75,2020-11-28,Level 2
12387,Kohima,22,2019-10-29,Level 1
12388,Shillong,200,2019-03-19,DC Fast
12389,Kota,150,2019-05-23,DC Fast
12390,Satna,300,2020-12-12,DC Fast
12391,Muzaffarpur,75,2020-06-10,Level 2
12392,Ambala,60,2021-12-13,Level 2
12393,Visakhapatnam,75,2019-08-29,Level 2
12394,Jabalpur,60,2021-09-17,Level 2
12395,Panipat,90,2020-01-17,Level 2
12396,Noida,75,2019-07-12,Level 2
12397,Imphal,100,2023-02-12,Level 2
12398,Kochi,3.3,2019-08-15,Level 1
12399,Lucknow,100,2023-05-19,Level 2
12400,Kollam,11,2019-02-26,Level 1
12401,Bokaro,100,2019-12-16,Level 2
12402,Navi Mumbai,150,2022-04-08,DC Fast
12403,Balasore,90,2019-01-02,Level 2
12404,Kalyan,150,2019-06-11,DC Fast
12405,Tuticorin,250,2023-01-17,DC Fast
12406,Saharanpur,22,2022-11-20,Level 1
12407,Saharanpur,43,2024-02-01,Level 2
12408,Warangal,150,2019-06-01,DC Fast
12409,Kakinada,22,2021-04-19,Level 1
12410,Panipat,43,2021-03-24,Level 2
12411,Karimnagar,22,2022-03-01,Level 1
12412,Belgaum,43,2022-05-26,Level 2
12413,Bilaspur,250,2019-04-22,DC Fast
12414,Saharanpur,3.3,2019-03-28,Level 1
12415,Warangal,22,2022-12-12,Level 1
12416,Paradip,250,2023-01-09,DC Fast
12417,Bathinda,43,2020-05-09,Level 2
12418,Hyderabad,150,2019-12-09,DC Fast
12419,Paradip,90,2023-09-22,Level 2
12420,Satna,300,2022-02-03,DC Fast
12421,Nanded,90,2021-11-08,Level 2
12422,Rajkot,90,2024-03-19,Level 2
12423,Vasai,200,2024-08-15,DC Fast
